id,title,price,description,style,material,skin_tone,occasion,gemstone,image_url,category
9334804381913,Arabic Zircon (01) Mix Gold Ring,2599.00,Pure silver 925 gold plated size 15-16 medium highest quality of zircon stones,Statement,Mixed,Neutral,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B7275F1E-C187-40A0-9C86-E8C88E54ACB0.png?v=1764937360,Ring
9334803890393,Arabic Zircon Eny Qareeb Mix Gold Ring,2400.00,Pure silver 925 gold plated size 15-16 medium highest quality of zircon stones,Traditional,Mixed,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FED407AA-4894-45AD-846F-99C0218E9BAE.png?v=1764937171,Ring
9334804021465,Arabic Zircon Hafez Mix Gold Ring,2599.00,Pure silver 925 gold plated size 15-16 medium highest quality of zircon stones,Traditional,Mixed,Neutral,Party,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FFDFC0BB-C762-489F-B2B9-DECF6FC96B2E.png?v=1764937269,Ring
9334803792089,Arabic Zircon El Wahab Mix Gold Ring,2499.00,Pure silver 925 gold plated size 15-16 medium highest quality of zircon stones,Traditional,Mixed,Neutral,Party,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B2533688-B9D3-438B-86EE-9952034A4475.png?v=1764936948,Ring
9378002469081,Barq Sa3ada Mix Gold Ring,2400.00,Pure silver 925 gold plated adjustable,Bold,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/F3765031-DFB8-49CC-83B4-D8ACE481A5F8.png?v=1764842982,Ring
9340676309209,Balls & Barq Necklace,1799.00,Pure silver 925 platinum plated,Minimalist,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/83069975-44B3-4ED4-8E9B-9648F373FE6D.png?v=1764750387,Necklace
8984548049113,Bedouin Bangle,3999.00,Material: Sterling Silver 925 Finishing: Plain Size : Adjustable,Boho,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/40429DEC-14C1-4413-BAD8-8E23640E9F95.jpg?v=1724847465,Bangle
9349234786521,5 Zircons Bracelet Gold Plated,1099.00,Pure silver 925 gold plated adjustable highest quality of zircon stones,Dainty,Gold,Warm Tones,Daily,Crystal,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/59B2AFD4-7701-46CF-BC62-A216B1F8FAEF.png?v=1764570822,Bracelet
9357416399065,Zircon Flower Aqua (03) Bracelet,750.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Dainty,Silver,Warm Tones,Daily,Sapphire,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FDF47277-0E0A-40D9-9F42-3E34D18C580A.png?v=1764569701,Bracelet
9373797679321,Zircon Big Balls Earing,950.00,Pure silver 925 platinum plated highest quality of zircon stones pair,Classic,White Gold,Neutral,Daily,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/802D8A81-19DC-4C6E-85D3-4C4A5B07BCF1.png?v=1764524379,Earring
9371125645529,Arabic (08) Mix Gold Ring,999.00,Pure silver 925 size 15-16 medium gold plated,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/8581DF86-A34D-4350-8A8A-5E84C996057D.png?v=1764199058,Ring
9371125055705,Arabic (05) Mix Gold Ring,999.00,Pure silver 925 size 15-16 medium gold plated,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/5AB00013-7D52-4440-9A18-8D56A3C6198C.png?v=1764199000,Ring
9371125383385,Arabic (07) Mix Gold Ring,999.00,Pure silver 925 size 15-16 medium gold plated,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/5809DBBE-2D50-484D-BF60-FADBBA53607C.png?v=1764198903,Ring
9371125285081,Arabic (06) Mix Gold Ring,999.00,Pure silver 925 size 15-16 medium gold plated,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/72456F18-EAF2-423B-A532-AC2C31F19FAE.png?v=1764198717,Ring
9373835854041,Zircon Tennis (08) Bracelet,1899.00,Pure silver 925 Platinum plated adjustable قفل شداد Highest quality of zircon stones,Classic,Sterling Silver,Warm Tones,Daily,Crystal,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/A4DC4A55-8F19-43FC-B59E-8B2E318059D8.png?v=1764198456,Bracelet
9373813768409,Zircon Circles & Oval Bracelet,1499.00,Pure silver 925 platinum plated highest quality of zircon stones,Classic,White Gold,Warm Tones,Party,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/81470361-522B-43F2-B397-76FE435BA092.png?v=1764198350,Bracelet
9373808623833,Zircon Three North Star Handchain,1199.00,Pure silver 925 platinum plated adjustable highest quality of zircon stones,Dainty,Silver,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1D787A53-EFB9-4294-8EC5-58DA6A6B43C9.png?v=1764197745,Chain
8350877384921,Zircon (071-Fuchsia) Ring,500.00,Sterling Silver Ring,Dainty,Sterling Silver,Cool Tones,Anniversary,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1_dab8bb6b-0b8c-400e-8db0-3155f3235452.jpg?v=1701967303,Ring
9359301345497,Sa3ada (01) Bracelet,2700.00,Pure silver 925,Traditional,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/82A9498A-5A04-4814-9DD3-E92A676153E9.png?v=1763729786,Bracelet
9365312438489,Arabic (020) Ring,1799.00,Pure silver 925 size 15-16,Traditional,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/89FFA709-CE8B-4A76-93A1-4C51DF8883BA.png?v=1763729203,Ring
9365312995545,Arabic (022) Ring,1499.00,Pure silver 925 size 15-16,Boho,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/8C41969A-7224-4A7B-B7FE-07C2A6122588.jpg?v=1763728791,Ring
9365313650905,Arabic (023) Ring,1499.00,Pure silver 925 size 15-16,Traditional,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/BD409BCC-51DB-4BF2-9444-E2EDA2F2F10A.png?v=1763730070,Ring
9365312700633,Arabic (021) Ring,1570.00,Pure silver 925 size 15-16 medium,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/97AB2034-FB0A-4538-B082-16F7EB8D790C.jpg?v=1763727692,Ring
9365258600665,Arabic (02-Turquoise) Necklace,3999.00,Pure silver 925,Boho,Silver,Warm Tones,Daily,Turquoise,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/IMG-4120.png?v=1763639528,Necklace
9346199650521,Zircon Double Oval Ring,499.00,Pure silver 925 adjustable highest quality of zircon stones platinum plated,Dainty,Silver,Warm Tones,Daily,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/DAF5794F-5C4A-4CBA-BCD9-651D5388F39C.png?v=1763577073,Ring
9360366993625,Pharaonic lotus Earring,1050.00,Pure silver 925 natural stones pair,Boho,Mixed,Warm Tones,Daily,Turquoise,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/651A83BB-C31A-42F0-A8E9-7F54B0D5238B.png?v=1763553549,Earring
9359675556057,one pearl Braclete,470.00,Pure silver 925 Natural pearl adjustable,Minimalist,Silver,Warm Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/607F43A7-1961-44FF-8B68-0741D0D4B0E4.png?v=1763553361,Bracelet
9359262679257,Arabic Enta Omrey Mix Gold Earring,1899.00,Pure silver 925 pair gold plated,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/3ECB1656-A39B-47E4-B172-DB0A703C4328.png?v=1763163170,Earring
9207269621977,Arabic (03) Bracelet,3400.00,Pure silver 925,Boho,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/F027C249-4C5A-456E-B3D9-6256B4AC9818.png?v=1763452761,Bracelet
8010209525977,Zircon (042-Pink) Ring,499.00,Sterling Silver RingSize : 15,Dainty,Sterling Silver,Warm Tones,Daily,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/2-Copy_f557a4a6-fe24-4bbd-b72d-5d1ab83559d2.jpg?v=1697375594,Ring
9363850035417,Pear Shape Diamonds Necklace - 18K Gold,21400.00,Material: 18K Gold &amp; Natural Diamonds Gold Weight: 1.97 gm Stones Weight: 0.15 ct,Classic,White Gold,Cool Tones,Party,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/20250915_0947_ElegantSilverNecklace_remix_01k561ygs9fe5rqdfab0x9tymr.png?v=1763310412,Necklace
6583649239208,Sa3ada Hand Necklace,4995.00,Sterling Silver Necklace,Boho,Sterling Silver,Cool Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/products/NE-0208.jpg?v=1615734359,Necklace
9360346579161,Sodalite & pearl Necklace,1100.00,Handmade pure silver 925 pearls sodalite stones adjustable,Classic,Mixed,Neutral,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/76FDCA32-6D59-4022-BF0F-1A302A01055A.png?v=1763164145,Necklace
9357412106457,Square Zircon & Red Necklace,1499.00,Pure silver 925 platinum plated highest quality of zircon stones,Classic,White Gold,Neutral,Party,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/F8F60073-9A3C-4AC5-B1BC-941392C1D0CD.jpg?v=1764539920,Necklace
9360354017497,lapise & oval  Necklace,2950.00,Pure silver 925 natural stones handmade,Boho,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/8F939D7B-C2E3-4F5B-A4FE-EC6E1940A723.png?v=1763163518,Necklace
9357418856665,Zircon Sun Bracelet,2699.00,Pure silver 925 platinum plated adjustable قفل شداد,Classic,Sterling Silver,Warm Tones,Party,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/CD2A6A19-614C-4522-8D11-403BBFCE2585.png?v=1763162697,Bracelet
9346194800857,Zircon Diamond (01) Hoop Earring,1400.00,Pure silver 925 platinum plated highest quality of zircon stones pair,Classic,Sterling Silver,Neutral,Daily,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/7ADD3756-D6E7-4C96-AA09-79ACC721AA4F.png?v=1763162790,Hoop
9340807971033,Zircon V Tennis Necklace,5999.00,Pure silver 925 platinum plated highest quality of zircon stones,Classic,White Gold,Neutral,Party,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/2AF6BF08-F859-42F4-B838-CAA24C74FA74.png?v=1763162432,Necklace
9360341696729,Ruby & Balls Bracelet,750.00,Pure silver 925 Natural stones adjustable,Dainty,Mixed,Warm Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/486CB38E-DEDD-4F51-8F63-39485E827BC7.png?v=1763162120,Bracelet
9360766238937,Arabic (07) Bracelet,1899.00,Pure silver 925 adjustable,Modern,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/999A05DA-84EC-4DDE-8C56-45F26C7AF45B.png?v=1763074140,Bracelet
9359259271385,Arabic Enta Omrey Mix Gold Ring,1499.00,Pure silver 925 gold plated adjustable,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/98BD5C7E-FC27-4621-B6A7-0E536B6EE350.png?v=1763020970,Ring
9359674507481,pearl & Allah hafez mixgold Braclete,2100.00,Pure silver 925 natural pearls gold plated highest quality of zircon stones,"['Classic', 'Romantic', 'Traditional', 'Dainty']","['Gold', 'Silver', 'Pearl']",Warm Tones,"['Daily', 'Party', 'Gift']","['Pearl', 'Crystal']",https://cdn.shopify.com/s/files/1/0537/8310/1608/files/7205C875-7D68-4168-BFC9-BE01524B342C.png?v=1762900396,Bracelet
9359672049881,pearl & Qalb Ya3shaq mixgold Braclete,2300.00,Pure silver 925 natural pearls gold plated highest quality of zircon stones,"Classic, Traditional, Statement",Mixed,Warm Tones,"Daily, Party, Gift","Pearl, Zircon",https://cdn.shopify.com/s/files/1/0537/8310/1608/files/DB92E2A8-8BF3-4BD4-9855-2CF94E94CC94.png?v=1762900271,Bracelet
9359669526745,pearl & sa3ada mixgold Braclete,2000.00,Pure silver 925 natural pearls gold plated highest quality of zircon stones,Classic,Mixed,Warm Tones,Party,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B4B457DA-CE20-4006-B60A-5219B3A181BC.png?v=1762900055,Bracelet
9322697818329,Plain Heart Gold Plated Bangle,1999.00,Pure silver 925 adjustable,Romantic,Mixed,Warm Tones,Valentine,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/3B1DAA7A-F444-4C04-9EEB-A953E43DD721.png?v=1762723663,Bangle
9322697752793,Plain Crescent Gold Plated Bangle,2050.00,Pure silver 925 adjustable,Nature,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/C6902930-9368-4578-91D1-3C67097ECB16.png?v=1762723580,Bangle
9348887019737,Zircon Heart Aqua Set,2000.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Romantic,Silver,Warm Tones,Valentine,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B38A043F-9022-4280-B8E5-92E662471CA2.png?v=1762321426,Set
9271910105305,Mofta7 El7ayah Earring,550.00,Pure silver 925 pair,Traditional,Silver,Neutral,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/D5A065AC-0393-4023-8D80-11C546349881.png?v=1762010760,Earring
9271909974233,Nefertiti Earring,699.00,Pure silver 925 Pair,Classic,Silver,Cool Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/F8781147-D043-41B3-A7B1-5247F7631E2A.png?v=1762010665,Earring
9271910203609,Eye of Horus Earring,650.00,Pure silver 925 platinum plated pair,Boho,Silver,Cool Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/A41C6FBD-48F8-47BD-8459-8D34CF1BE0E1.png?v=1762010557,Earring
